"","V1","V2","V3","V4"
"10790",2004,13151,13,149461
"10791",2005,13151,13,157954
"10792",2006,13151,13,166966
"10793",2007,13151,13,176995
"10794",2008,13151,13,184902
"10795",2009,13151,13,190529
"10796",2010,13151,13,195370
"10797",2011,13151,13,205206
"10798",2012,13151,13,207071
"10799",2013,13151,13,208443
"10800",2014,13151,13,210755
"10801",1990,13153,13,88242
"10802",1991,13153,13,89662
"10803",1992,13153,13,91287
"10804",1993,13153,13,93187
"10805",1994,13153,13,95312
"10806",1995,13153,13,98009
"10807",1996,13153,13,99173
"10808",1997,13153,13,101131
"10809",1998,13153,13,103778
"10810",1999,13153,13,105638
"10811",2000,13153,13,107644
"10812",2001,13153,13,111248
"10813",2002,13153,13,113289
"10814",2003,13153,13,116390
"10815",2004,13153,13,119996
"10816",2005,13153,13,123811
"10817",2006,13153,13,125862
"10818",2007,13153,13,128214
"10819",2008,13153,13,131291
"10820",2009,13153,13,133470
"10821",2010,13153,13,135715
"10822",2011,13153,13,140721
"10823",2012,13153,13,144161
"10824",2013,13153,13,146200
"10825",2014,13153,13,147919
"10826",1990,13155,13,8718
"10827",1991,13155,13,8626
"10828",1992,13155,13,8626
"10829",1993,13155,13,8604
"10830",1994,13155,13,8593
"10831",1995,13155,13,8539
"10832",1996,13155,13,8694
"10833",1997,13155,13,8791
"10834",1998,13155,13,8955
"10835",1999,13155,13,9048
"10836",2000,13155,13,9181
"10837",2001,13155,13,9959
"10838",2002,13155,13,9984
"10839",2003,13155,13,9962
"10840",2004,13155,13,10007
"10841",2005,13155,13,9692
"10842",2006,13155,13,10106
"10843",2007,13155,13,10227
"10844",2008,13155,13,9967
"10845",2009,13155,13,10303
"10846",2010,13155,13,10086
"10847",2011,13155,13,9601
"10848",2012,13155,13,9692
"10849",2013,13155,13,9600
"10850",2014,13155,13,9412
"10851",1990,13157,13,29684
"10852",1991,13157,13,30168
"10853",1992,13157,13,30767
"10854",1993,13157,13,31381
"10855",1994,13157,13,32032
"10856",1995,13157,13,33020
"10857",1996,13157,13,33869
"10858",1997,13157,13,35185
"10859",1998,13157,13,36431
"10860",1999,13157,13,37711
"10861",2000,13157,13,39057
"10862",2001,13157,13,41895
"10863",2002,13157,13,43631
"10864",2003,13157,13,45467
"10865",2004,13157,13,46952
"10866",2005,13157,13,49308
"10867",2006,13157,13,51949
"10868",2007,13157,13,55777
"10869",2008,13157,13,59727
"10870",2009,13157,13,62224
"10871",2010,13157,13,63544
"10872",2011,13157,13,60777
"10873",2012,13157,13,60551
"10874",2013,13157,13,60472
"10875",2014,13157,13,60971
"10876",1990,13159,13,8328
"10877",1991,13159,13,8482
"10878",1992,13159,13,8563
"10879",1993,13159,13,8695
"10880",1994,13159,13,8853
"10881",1995,13159,13,8956
"10882",1996,13159,13,9138
"10883",1997,13159,13,9498
"10884",1998,13159,13,9870
"10885",1999,13159,13,10166
"10886",2000,13159,13,10589
"10887",2001,13159,13,11488
"10888",2002,13159,13,11631
"10889",2003,13159,13,12028
"10890",2004,13159,13,12440
"10891",2005,13159,13,12615
"10892",2006,13159,13,13025
"10893",2007,13159,13,13432
"10894",2008,13159,13,13660
"10895",2009,13159,13,13869
"10896",2010,13159,13,13953
"10897",2011,13159,13,13885
"10898",2012,13159,13,13778
"10899",2013,13159,13,13596
"10900",2014,13159,13,13543
"10901",1990,13161,13,12064
"10902",1991,13161,13,12039
"10903",1992,13161,13,12047
"10904",1993,13161,13,12090
"10905",1994,13161,13,12149
"10906",1995,13161,13,12338
"10907",1996,13161,13,12407
"10908",1997,13161,13,12525
"10909",1998,13161,13,12681
"10910",1999,13161,13,12707
"10911",2000,13161,13,12714
"10912",2001,13161,13,12720
"10913",2002,13161,13,12721
"10914",2003,13161,13,12794
"10915",2004,13161,13,12797
"10916",2005,13161,13,12861
"10917",2006,13161,13,13017
"10918",2007,13161,13,13186
"10919",2008,13161,13,13237
"10920",2009,13161,13,13462
"10921",2010,13161,13,13659
"10922",2011,13161,13,15091
"10923",2012,13161,13,15088
"10924",2013,13161,13,15114
"10925",2014,13161,13,14986
"10926",1990,13163,13,17565
"10927",1991,13163,13,17394
"10928",1992,13163,13,17506
"10929",1993,13163,13,17466
"10930",1994,13163,13,17556
"10931",1995,13163,13,17560
"10932",1996,13163,13,17704
"10933",1997,13163,13,17798
"10934",1998,13163,13,17793
"10935",1999,13163,13,17829
"10936",2000,13163,13,17858
"10937",2001,13163,13,17246
"10938",2002,13163,13,17080
"10939",2003,13163,13,16999
"10940",2004,13163,13,16840
"10941",2005,13163,13,16752
"10942",2006,13163,13,16614
"10943",2007,13163,13,16515
"10944",2008,13163,13,16385
"10945",2009,13163,13,16409
"10946",2010,13163,13,16478
"10947",2011,13163,13,16919
"10948",2012,13163,13,16816
"10949",2013,13163,13,16422
"10950",2014,13163,13,16342
"10951",1990,13165,13,8320
"10952",1991,13165,13,8246
"10953",1992,13165,13,8338
"10954",1993,13165,13,8505
"10955",1994,13165,13,8516
"10956",1995,13165,13,8556
"10957",1996,13165,13,8609
"10958",1997,13165,13,8447
"10959",1998,13165,13,8451
"10960",1999,13165,13,8446
"10961",2000,13165,13,8401
"10962",2001,13165,13,8594
"10963",2002,13165,13,8607
"10964",2003,13165,13,8588
"10965",2004,13165,13,8560
"10966",2005,13165,13,8540
"10967",2006,13165,13,8581
"10968",2007,13165,13,8613
"10969",2008,13165,13,8542
"10970",2009,13165,13,8472
"10971",2010,13165,13,8450
"10972",2011,13165,13,8321
"10973",2012,13165,13,8122
"10974",2013,13165,13,9133
"10975",2014,13165,13,9268
"10976",1990,13167,13,8399
"10977",1991,13167,13,8345
"10978",1992,13167,13,8383
"10979",1993,13167,13,8267
"10980",1994,13167,13,8412
"10981",1995,13167,13,8376
"10982",1996,13167,13,8354
"10983",1997,13167,13,8328
"10984",1998,13167,13,8348
"10985",1999,13167,13,8293
"10986",2000,13167,13,8293
"10987",2001,13167,13,8558
"10988",2002,13167,13,8474
"10989",2003,13167,13,8921
"10990",2004,13167,13,8906
"10991",2005,13167,13,9025
"10992",2006,13167,13,8893
"10993",2007,13167,13,8970
"10994",2008,13167,13,9414
"10995",2009,13167,13,9435
"10996",2010,13167,13,9300
"10997",2011,13167,13,9973
"10998",2012,13167,13,9918
"10999",2013,13167,13,9882
"11000",2014,13167,13,9776
"11001",1990,13169,13,20504
"11002",1991,13169,13,20798
"11003",1992,13169,13,20937
"11004",1993,13169,13,21257
"11005",1994,13169,13,21425
"11006",1995,13169,13,21631
"11007",1996,13169,13,22008
"11008",1997,13169,13,22245
"11009",1998,13169,13,22607
"11010",1999,13169,13,22997
"11011",2000,13169,13,23307
"11012",2001,13169,13,23699
"11013",2002,13169,13,24160
"11014",2003,13169,13,24679
"11015",2004,13169,13,25401
"11016",2005,13169,13,26102
"11017",2006,13169,13,26652
"11018",2007,13169,13,26924
"11019",2008,13169,13,27279
"11020",2009,13169,13,27684
"11021",2010,13169,13,27740
"11022",2011,13169,13,28656
"11023",2012,13169,13,28910
"11024",2013,13169,13,28795
"11025",2014,13169,13,28769
"11026",1990,13171,13,13046
"11027",1991,13171,13,13044
"11028",1992,13171,13,13208
"11029",1993,13171,13,13438
"11030",1994,13171,13,13431
"11031",1995,13171,13,13709
"11032",1996,13171,13,13820
"11033",1997,13171,13,13974
"11034",1998,13171,13,14441
"11035",1999,13171,13,14700
"11036",2000,13171,13,15010
"11037",2001,13171,13,15969
"11038",2002,13171,13,16338
"11039",2003,13171,13,16131
"11040",2004,13171,13,16239
"11041",2005,13171,13,16286
"11042",2006,13171,13,16566
"11043",2007,13171,13,16642
"11044",2008,13171,13,16930
"11045",2009,13171,13,17363
"11046",2010,13171,13,17550
"11047",2011,13171,13,18268
"11048",2012,13171,13,18178
"11049",2013,13171,13,18039
"11050",2014,13171,13,17946
"11051",1990,13173,13,5578
"11052",1991,13173,13,5534
"11053",1992,13173,13,5663
"11054",1993,13173,13,5730
"11055",1994,13173,13,5922
"11056",1995,13173,13,6104
"11057",1996,13173,13,6300
"11058",1997,13173,13,6599
"11059",1998,13173,13,6767
"11060",1999,13173,13,6988
"11061",2000,13173,13,6959
"11062",2001,13173,13,7252
"11063",2002,13173,13,7104
"11064",2003,13173,13,7155
"11065",2004,13173,13,7354
"11066",2005,13173,13,7304
"11067",2006,13173,13,7398
"11068",2007,13173,13,7677
"11069",2008,13173,13,8015
"11070",2009,13173,13,8320
"11071",2010,13173,13,8423
"11072",2011,13173,13,10099
"11073",2012,13173,13,10468
"11074",2013,13173,13,10444
"11075",2014,13173,13,10398
"11076",1990,13175,13,40083
"11077",1991,13175,13,39972
"11078",1992,13175,13,40397
"11079",1993,13175,13,40889
"11080",1994,13175,13,41535
"11081",1995,13175,13,42085
"11082",1996,13175,13,42594
"11083",1997,13175,13,43062
"11084",1998,13175,13,43287
"11085",1999,13175,13,43687
"11086",2000,13175,13,43927
"11087",2001,13175,13,44957
"11088",2002,13175,13,45142
"11089",2003,13175,13,45606
"11090",2004,13175,13,46210
"11091",2005,13175,13,46240
"11092",2006,13175,13,46629
"11093",2007,13175,13,47158
"11094",2008,13175,13,47480
"11095",2009,13175,13,47986
"11096",2010,13175,13,48295
"11097",2011,13175,13,48389
"11098",2012,13175,13,48003
"11099",2013,13175,13,47970
"11100",2014,13175,13,47927
"11101",1990,13177,13,16014
"11102",1991,13177,13,16315
"11103",1992,13177,13,16716
"11104",1993,13177,13,17361
"11105",1994,13177,13,18266
"11106",1995,13177,13,18873
"11107",1996,13177,13,19781
"11108",1997,13177,13,20701
"11109",1998,13177,13,21904
"11110",1999,13177,13,22767
"11111",2000,13177,13,23341
"11112",2001,13177,13,24884
"11113",2002,13177,13,26745
"11114",2003,13177,13,27727
"11115",2004,13177,13,28837
"11116",2005,13177,13,29926
"11117",2006,13177,13,30881
"11118",2007,13177,13,32180
"11119",2008,13177,13,33028
"11120",2009,13177,13,33804
"11121",2010,13177,13,34410
"11122",2011,13177,13,28431
"11123",2012,13177,13,28614
"11124",2013,13177,13,28727
"11125",2014,13177,13,29061
"11126",1990,13179,13,51779
"11127",1991,13179,13,52848
"11128",1992,13179,13,53562
"11129",1993,13179,13,57342
"11130",1994,13179,13,56568
"11131",1995,13179,13,58741
"11132",1996,13179,13,58506
"11133",1997,13179,13,59010
"11134",1998,13179,13,60040
"11135",1999,13179,13,59081
"11136",2000,13179,13,59694
"11137",2001,13179,13,61448
"11138",2002,13179,13,60435
"11139",2003,13179,13,61570
"11140",2004,13179,13,60714
"11141",2005,13179,13,62119
"11142",2006,13179,13,63011
"11143",2007,13179,13,60362
"11144",2008,13179,13,60542
"11145",2009,13179,13,58871
"11146",2010,13179,13,62186
"11147",2011,13179,13,62686
"11148",2012,13179,13,65115
"11149",2013,13179,13,65391
"11150",2014,13179,13,64057
"11151",1990,13181,13,7333
"11152",1991,13181,13,7465
"11153",1992,13181,13,7525
"11154",1993,13181,13,7630
"11155",1994,13181,13,7822
"11156",1995,13181,13,7865
"11157",1996,13181,13,7967
"11158",1997,13181,13,8033
"11159",1998,13181,13,8094
"11160",1999,13181,13,8226
"11161",2000,13181,13,8339
"11162",2001,13181,13,8351
"11163",2002,13181,13,8377
"11164",2003,13181,13,8353
"11165",2004,13181,13,8319
"11166",2005,13181,13,8207
"11167",2006,13181,13,8168
"11168",2007,13181,13,8076
"11169",2008,13181,13,8031
"11170",2009,13181,13,8003
"11171",2010,13181,13,7913
"11172",2011,13181,13,7991
"11173",2012,13181,13,7898
"11174",2013,13181,13,7770
"11175",2014,13181,13,7719
"11176",1990,13183,13,5799
"11177",1991,13183,13,6316
"11178",1992,13183,13,6148
"11179",1993,13183,13,6861
"11180",1994,13183,13,6982
"11181",1995,13183,13,7379
"11182",1996,13183,13,7824
"11183",1997,13183,13,8145
"11184",1998,13183,13,8330
"11185",1999,13183,13,8576
"11186",2000,13183,13,8709
"11187",2001,13183,13,10354
"11188",2002,13183,13,10403
"11189",2003,13183,13,10576
"11190",2004,13183,13,10482
"11191",2005,13183,13,10753
"11192",2006,13183,13,10908
"11193",2007,13183,13,11175
"11194",2008,13183,13,11238
"11195",2009,13183,13,11413
"11196",2010,13183,13,12234
"11197",2011,13183,13,14679
"11198",2012,13183,13,15243
"11199",2013,13183,13,16161
"11200",2014,13183,13,16641
"11201",1990,13185,13,75156
"11202",1991,13185,13,76268
"11203",1992,13185,13,76966
"11204",1993,13185,13,77885
"11205",1994,13185,13,80546
"11206",1995,13185,13,82169
"11207",1996,13185,13,82981
"11208",1997,13185,13,83957
"11209",1998,13185,13,84648
"11210",1999,13185,13,85049
"11211",2000,13185,13,85413
"11212",2001,13185,13,92238
"11213",2002,13185,13,92527
"11214",2003,13185,13,94272
"11215",2004,13185,13,95047
"11216",2005,13185,13,96953
"11217",2006,13185,13,98504
"11218",2007,13185,13,100482
"11219",2008,13185,13,101715
"11220",2009,13185,13,104684
"11221",2010,13185,13,106814
"11222",2011,13185,13,109700
"11223",2012,13185,13,111882
"11224",2013,13185,13,114668
"11225",2014,13185,13,112802
"11226",1990,13187,13,14084
"11227",1991,13187,13,14699
"11228",1992,13187,13,15094
"11229",1993,13187,13,15386
"11230",1994,13187,13,15767
"11231",1995,13187,13,16192
"11232",1996,13187,13,16687
"11233",1997,13187,13,17273
"11234",1998,13187,13,18125
"11235",1999,13187,13,19003
"11236",2000,13187,13,19772
"11237",2001,13187,13,21159
"11238",2002,13187,13,21915
"11239",2003,13187,13,22640
"11240",2004,13187,13,23549
"11241",2005,13187,13,24102
"11242",2006,13187,13,24818
"11243",2007,13187,13,25935
"11244",2008,13187,13,26607
"11245",2009,13187,13,27195
"11246",2010,13187,13,27528
"11247",2011,13187,13,30309
"11248",2012,13187,13,30482
"11249",2013,13187,13,30721
"11250",2014,13187,13,30908
"11251",1990,13189,13,20108
"11252",1991,13189,13,20162
"11253",1992,13189,13,20437
"11254",1993,13189,13,20864
"11255",1994,13189,13,20932
"11256",1995,13189,13,21115
"11257",1996,13189,13,21407
"11258",1997,13189,13,21377
"11259",1998,13189,13,21586
"11260",1999,13189,13,21697
"11261",2000,13189,13,21814
"11262",2001,13189,13,21251
"11263",2002,13189,13,21292
"11264",2003,13189,13,21167
"11265",2004,13189,13,21176
"11266",2005,13189,13,21260
"11267",2006,13189,13,21386
"11268",2007,13189,13,21563
"11269",2008,13189,13,21526
"11270",2009,13189,13,21781
"11271",2010,13189,13,21862
"11272",2011,13189,13,21822
"11273",2012,13189,13,21621
"11274",2013,13189,13,21581
"11275",2014,13189,13,21421
"11276",1990,13191,13,8737
"11277",1991,13191,13,8614
"11278",1992,13191,13,8750
"11279",1993,13191,13,8926
"11280",1994,13191,13,8973
"11281",1995,13191,13,9137
"11282",1996,13191,13,9340
"11283",1997,13191,13,9504
"11284",1998,13191,13,9905
"11285",1999,13191,13,10018
"11286",2000,13191,13,10114
"11287",2001,13191,13,10898
"11288",2002,13191,13,11087
"11289",2003,13191,13,10919
"11290",2004,13191,13,10935
"11291",2005,13191,13,10969
"11292",2006,13191,13,10907
"11293",2007,13191,13,11123
"11294",2008,13191,13,11453
"11295",2009,13191,13,11480
"11296",2010,13191,13,11378
"11297",2011,13191,13,14307
"11298",2012,13191,13,14237
"11299",2013,13191,13,13922
"11300",2014,13191,13,14180
"11301",1990,13193,13,13314
"11302",1991,13193,13,13096
"11303",1992,13193,13,13122
"11304",1993,13193,13,12956
"11305",1994,13193,13,13033
"11306",1995,13193,13,13080
"11307",1996,13193,13,13199
"11308",1997,13193,13,13133
"11309",1998,13193,13,13272
"11310",1999,13193,13,13207
"11311",2000,13193,13,13126
"11312",2001,13193,13,14035
"11313",2002,13193,13,14061
"11314",2003,13193,13,13978
"11315",2004,13193,13,13867
"11316",2005,13193,13,13728
"11317",2006,13193,13,13525
"11318",2007,13193,13,13469
"11319",2008,13193,13,13354
"11320",2009,13193,13,13303
"11321",2010,13193,13,13336
"11322",2011,13193,13,14655
"11323",2012,13193,13,14479
"11324",2013,13193,13,14274
"11325",2014,13193,13,13961
"11326",1990,13195,13,20660
"11327",1991,13195,13,21209
"11328",1992,13195,13,21640
"11329",1993,13195,13,22055
"11330",1994,13195,13,22590
"11331",1995,13195,13,22814
"11332",1996,13195,13,23392
"11333",1997,13195,13,23894
"11334",1998,13195,13,24171
"11335",1999,13195,13,24426
"11336",2000,13195,13,25208
"11337",2001,13195,13,25856
"11338",2002,13195,13,26105
"11339",2003,13195,13,26586
"11340",2004,13195,13,26929
"11341",2005,13195,13,26932
"11342",2006,13195,13,27203
"11343",2007,13195,13,27451
"11344",2008,13195,13,27780
"11345",2009,13195,13,28009
"11346",2010,13195,13,28232
"11347",2011,13195,13,28155
"11348",2012,13195,13,28110
"11349",2013,13195,13,28018
"11350",2014,13195,13,28116
"11351",1990,13197,13,5595
"11352",1991,13197,13,5578
"11353",1992,13197,13,5668
"11354",1993,13197,13,5710
"11355",1994,13197,13,6004
"11356",1995,13197,13,6201
"11357",1996,13197,13,6367
"11358",1997,13197,13,6365
"11359",1998,13197,13,6522
"11360",1999,13197,13,6703
"11361",2000,13197,13,6779
"11362",2001,13197,13,7180
"11363",2002,13197,13,7144
"11364",2003,13197,13,7075
"11365",2004,13197,13,7020
"11366",2005,13197,13,6989
"11367",2006,13197,13,7000
"11368",2007,13197,13,7075
"11369",2008,13197,13,7048
"11370",2009,13197,13,7011
"11371",2010,13197,13,6995
"11372",2011,13197,13,8747
"11373",2012,13197,13,8737
"11374",2013,13197,13,8751
"11375",2014,13197,13,8721
"11376",1990,13199,13,22198
"11377",1991,13199,13,22461
"11378",1992,13199,13,22635
"11379",1993,13199,13,22689
"11380",1994,13199,13,22848
"11381",1995,13199,13,22937
"11382",1996,13199,13,22927
"11383",1997,13199,13,22790
"11384",1998,13199,13,22902
"11385",1999,13199,13,23078
"11386",2000,13199,13,23043
"11387",2001,13199,13,22527
"11388",2002,13199,13,22589
"11389",2003,13199,13,22864
"11390",2004,13199,13,22740
"11391",2005,13199,13,22806
"11392",2006,13199,13,22814
"11393",2007,13199,13,22976
"11394",2008,13199,13,22788
"11395",2009,13199,13,22931
"11396",2010,13199,13,22783
"11397",2011,13199,13,21843
"11398",2012,13199,13,21606
"11399",2013,13199,13,21316
"11400",2014,13199,13,21207
"11401",1990,13201,13,6390
"11402",1991,13201,13,6271
"11403",1992,13201,13,6291
"11404",1993,13201,13,6286
"11405",1994,13201,13,6258
"11406",1995,13201,13,6250
"11407",1996,13201,13,6221
"11408",1997,13201,13,6222
"11409",1998,13201,13,6336
"11410",1999,13201,13,6360
"11411",2000,13201,13,6318
"11412",2001,13201,13,6369
"11413",2002,13201,13,6383
"11414",2003,13201,13,6350
"11415",2004,13201,13,6238
"11416",2005,13201,13,6137
"11417",2006,13201,13,6092
"11418",2007,13201,13,6131
"11419",2008,13201,13,6164
"11420",2009,13201,13,6214
"11421",2010,13201,13,6228
"11422",2011,13201,13,6155
"11423",2012,13201,13,6074
"11424",2013,13201,13,5982
"11425",2014,13201,13,5917
"11426",1990,13205,13,20476
"11427",1991,13205,13,20286
"11428",1992,13205,13,20310
"11429",1993,13205,13,20544
"11430",1994,13205,13,20472
"11431",1995,13205,13,20574
"11432",1996,13205,13,20743
"11433",1997,13205,13,21019
"11434",1998,13205,13,21080
"11435",1999,13205,13,21198
"11436",2000,13205,13,21219
"11437",2001,13205,13,23984
"11438",2002,13205,13,23922
"11439",2003,13205,13,23764
"11440",2004,13205,13,23665
"11441",2005,13205,13,23590
"11442",2006,13205,13,23464
"11443",2007,13205,13,23700
"11444",2008,13205,13,24086
"11445",2009,13205,13,23989
"11446",2010,13205,13,23800
"11447",2011,13205,13,23509
"11448",2012,13205,13,23445
"11449",2013,13205,13,23121
"11450",2014,13205,13,23027
"11451",1990,13207,13,16905
"11452",1991,13207,13,17179
"11453",1992,13207,13,17555
"11454",1993,13207,13,17854
"11455",1994,13207,13,18228
"11456",1995,13207,13,18540
"11457",1996,13207,13,18914
"11458",1997,13207,13,19212
"11459",1998,13207,13,19390
"11460",1999,13207,13,19625
"11461",2000,13207,13,20032
"11462",2001,13207,13,21834
"11463",2002,13207,13,22022
"11464",2003,13207,13,22602
"11465",2004,13207,13,23222
"11466",2005,13207,13,23277
"11467",2006,13207,13,23607
"11468",2007,13207,13,24325
"11469",2008,13207,13,25069
"11470",2009,13207,13,25215
"11471",2010,13207,13,25425
"11472",2011,13207,13,26469
"11473",2012,13207,13,26673
"11474",2013,13207,13,26741
"11475",2014,13207,13,27005
"11476",1990,13209,13,7134
"11477",1991,13209,13,7394
"11478",1992,13209,13,7442
"11479",1993,13209,13,7509
"11480",1994,13209,13,7608
"11481",1995,13209,13,7662
"11482",1996,13209,13,7607
"11483",1997,13209,13,7648
"11484",1998,13209,13,7749
"11485",1999,13209,13,7725
"11486",2000,13209,13,7854
"11487",2001,13209,13,8267
"11488",2002,13209,13,8511
"11489",2003,13209,13,8507
"11490",2004,13209,13,8756
"11491",2005,13209,13,8956
"11492",2006,13209,13,8868
"11493",2007,13209,13,9010
"11494",2008,13209,13,8986
"11495",2009,13209,13,8900
"11496",2010,13209,13,8930
"11497",2011,13209,13,9088
"11498",2012,13209,13,9039
"11499",2013,13209,13,8909
"11500",2014,13209,13,8973
"11501",1990,13211,13,12823
"11502",1991,13211,13,12946
"11503",1992,13211,13,13075
"11504",1993,13211,13,13264
"11505",1994,13211,13,13566
"11506",1995,13211,13,13710
"11507",1996,13211,13,14011
"11508",1997,13211,13,14162
"11509",1998,13211,13,14513
"11510",1999,13211,13,15092
"11511",2000,13211,13,15437
"11512",2001,13211,13,15514
"11513",2002,13211,13,16002
"11514",2003,13211,13,16373
"11515",2004,13211,13,16602
"11516",2005,13211,13,16890
"11517",2006,13211,13,17279
"11518",2007,13211,13,17774
"11519",2008,13211,13,18185
"11520",2009,13211,13,18600
"11521",2010,13211,13,18761
"11522",2011,13211,13,17895
"11523",2012,13211,13,17906
"11524",2013,13211,13,17823
"11525",2014,13211,13,17752
"11526",1990,13213,13,25629
"11527",1991,13213,13,26313
"11528",1992,13213,13,27098
"11529",1993,13213,13,27694
"11530",1994,13213,13,28248
"11531",1995,13213,13,28917
"11532",1996,13213,13,29905
"11533",1997,13213,13,30815
"11534",1998,13213,13,31888
"11535",1999,13213,13,32714
"11536",2000,13213,13,33922
"11537",2001,13213,13,36774
"11538",2002,13213,13,37792
"11539",2003,13213,13,38362
"11540",2004,13213,13,39252
"11541",2005,13213,13,39803
"11542",2006,13213,13,40123
"11543",2007,13213,13,40664
"11544",2008,13213,13,40729
"11545",2009,13213,13,40540
"11546",2010,13213,13,40621
"11547",2011,13213,13,39548
"11548",2012,13213,13,39428
"11549",2013,13213,13,39394
"11550",2014,13213,13,39298
"11551",1990,13215,13,178198
"11552",1991,13215,13,179727
"11553",1992,13215,13,179607
"11554",1993,13215,13,185801
"11555",1994,13215,13,185749
"11556",1995,13215,13,186447
"11557",1996,13215,13,183915
"11558",1997,13215,13,182397
"11559",1998,13215,13,182747
"11560",1999,13215,13,182414
"11561",2000,13215,13,182058
"11562",2001,13215,13,186505
"11563",2002,13215,13,186609
"11564",2003,13215,13,185894
"11565",2004,13215,13,182788
"11566",2005,13215,13,186691
"11567",2006,13215,13,188485
"11568",2007,13215,13,191528
"11569",2008,13215,13,186613
"11570",2009,13215,13,186646
"11571",2010,13215,13,190414
"11572",2011,13215,13,191082
"11573",2012,13215,13,195272
"11574",2013,13215,13,200041
"11575",2014,13215,13,203952
"11576",1990,13217,13,41243
"11577",1991,13217,13,42065
"11578",1992,13217,13,43574
"11579",1993,13217,13,44632
"11580",1994,13217,13,46337
"11581",1995,13217,13,48318
"11582",1996,13217,13,50486
"11583",1997,13217,13,52758
"11584",1998,13217,13,55216
"11585",1999,13217,13,57862
"11586",2000,13217,13,60583
"11587",2001,13217,13,62883
"11588",2002,13217,13,66941
"11589",2003,13217,13,71239
"11590",2004,13217,13,75699
"11591",2005,13217,13,80650
"11592",2006,13217,13,85657
"11593",2007,13217,13,90657
"11594",2008,13217,13,95739
"11595",2009,13217,13,98385
"11596",2010,13217,13,99944
"11597",2011,13217,13,100160
"11598",2012,13217,13,100464
"11599",2013,13217,13,101016
"11600",2014,13217,13,102201
"11601",1990,13219,13,17043
"11602",1991,13219,13,17797
"11603",1992,13219,13,18296
"11604",1993,13219,13,18683
"11605",1994,13219,13,19315
"11606",1995,13219,13,20242
"11607",1996,13219,13,21237
"11608",1997,13219,13,22377
"11609",1998,13219,13,23187
"11610",1999,13219,13,23707
"11611",2000,13219,13,24526
"11612",2001,13219,13,26368
"11613",2002,13219,13,26675
"11614",2003,13219,13,27100
"11615",2004,13219,13,27958
"11616",2005,13219,13,28568
"11617",2006,13219,13,29303
"11618",2007,13219,13,30450
"11619",2008,13219,13,31511
"11620",2009,13219,13,32528
"11621",2010,13219,13,33320
"11622",2011,13219,13,32927
"11623",2012,13219,13,33255
"11624",2013,13219,13,33520
"11625",2014,13219,13,34050
"11626",1990,13221,13,9673
"11627",1991,13221,13,9806
"11628",1992,13221,13,9948
"11629",1993,13221,13,10171
"11630",1994,13221,13,10405
"11631",1995,13221,13,10560
"11632",1996,13221,13,10758
"11633",1997,13221,13,10816
"11634",1998,13221,13,11220
"11635",1999,13221,13,11437
"11636",2000,13221,13,11564
"11637",2001,13221,13,12707
"11638",2002,13221,13,12884
"11639",2003,13221,13,13083
"11640",2004,13221,13,13219
"11641",2005,13221,13,13378
"11642",2006,13221,13,13424
"11643",2007,13221,13,13688
"11644",2008,13221,13,13962
"11645",2009,13221,13,14235
"11646",2010,13221,13,14328
"11647",2011,13221,13,14910
"11648",2012,13221,13,14784
"11649",2013,13221,13,14597
"11650",2014,13221,13,14512
"11651",1990,13223,13,40078
"11652",1991,13223,13,42028
"11653",1992,13223,13,44652
"11654",1993,13223,13,47239
"11655",1994,13223,13,51406
"11656",1995,13223,13,55681
"11657",1996,13223,13,59732
"11658",1997,13223,13,63966
"11659",1998,13223,13,68829
"11660",1999,13223,13,73888
"11661",2000,13223,13,79587
"11662",2001,13223,13,83004
"11663",2002,13223,13,88590
"11664",2003,13223,13,93888
"11665",2004,13223,13,99199
"11666",2005,13223,13,104820
"11667",2006,13223,13,111084
"11668",2007,13223,13,119959
"11669",2008,13223,13,127903
"11670",2009,13223,13,133300
"11671",2010,13223,13,136655
"11672",2011,13223,13,142763
"11673",2012,13223,13,143829
"11674",2013,13223,13,145066
"11675",2014,13223,13,147181
"11676",1990,13225,13,21108
"11677",1991,13225,13,21265
"11678",1992,13225,13,21376
"11679",1993,13225,13,21915
"11680",1994,13225,13,22261
"11681",1995,13225,13,22730
"11682",1996,13225,13,23005
"11683",1997,13225,13,23434
"11684",1998,13225,13,23864
"11685",1999,13225,13,24475
"11686",2000,13225,13,24996
"11687",2001,13225,13,23833
"11688",2002,13225,13,23966
"11689",2003,13225,13,24197
"11690",2004,13225,13,24407
"11691",2005,13225,13,24566
"11692",2006,13225,13,24460
"11693",2007,13225,13,25169
"11694",2008,13225,13,26184
"11695",2009,13225,13,27036
"11696",2010,13225,13,27247
"11697",2011,13225,13,27772
"11698",2012,13225,13,27577
"11699",2013,13225,13,27510
"11700",2014,13225,13,26905
"11701",1990,13227,13,14249
"11702",1991,13227,13,14495
"11703",1992,13227,13,14771
"11704",1993,13227,13,14980
"11705",1994,13227,13,15434
"11706",1995,13227,13,16201
"11707",1996,13227,13,16759
"11708",1997,13227,13,17586
"11709",1998,13227,13,18605
"11710",1999,13227,13,19733
"11711",2000,13227,13,21024
"11712",2001,13227,13,23359
"11713",2002,13227,13,24487
"11714",2003,13227,13,25575
"11715",2004,13227,13,26688
"11716",2005,13227,13,27481
"11717",2006,13227,13,28141
"11718",2007,13227,13,29232
"11719",2008,13227,13,30406
"11720",2009,13227,13,31063
"11721",2010,13227,13,31264
