"","V1","V2","V3","V4"
"37225",2014,29081,29,8736
"37226",1990,29083,29,20031
"37227",1991,29083,29,20066
"37228",1992,29083,29,20225
"37229",1993,29083,29,20343
"37230",1994,29083,29,20477
"37231",1995,29083,29,20660
"37232",1996,29083,29,20933
"37233",1997,29083,29,21097
"37234",1998,29083,29,21098
"37235",1999,29083,29,21256
"37236",2000,29083,29,21288
"37237",2001,29083,29,22089
"37238",2002,29083,29,22287
"37239",2003,29083,29,22151
"37240",2004,29083,29,22368
"37241",2005,29083,29,22384
"37242",2006,29083,29,22277
"37243",2007,29083,29,22460
"37244",2008,29083,29,22388
"37245",2009,29083,29,22171
"37246",2010,29083,29,22176
"37247",2011,29083,29,22241
"37248",2012,29083,29,22188
"37249",2013,29083,29,22150
"37250",2014,29083,29,22061
"37251",1990,29085,29,7340
"37252",1991,29085,29,7337
"37253",1992,29085,29,7567
"37254",1993,29085,29,7623
"37255",1994,29085,29,7854
"37256",1995,29085,29,8055
"37257",1996,29085,29,8317
"37258",1997,29085,29,8495
"37259",1998,29085,29,8581
"37260",1999,29085,29,8603
"37261",2000,29085,29,8728
"37262",2001,29085,29,8942
"37263",2002,29085,29,8968
"37264",2003,29085,29,8791
"37265",2004,29085,29,8950
"37266",2005,29085,29,9017
"37267",2006,29085,29,9092
"37268",2007,29085,29,9058
"37269",2008,29085,29,9063
"37270",2009,29085,29,8992
"37271",2010,29085,29,8903
"37272",2011,29085,29,9633
"37273",2012,29085,29,9583
"37274",2013,29085,29,9392
"37275",2014,29085,29,9274
"37276",1990,29087,29,6061
"37277",1991,29087,29,6038
"37278",1992,29087,29,5968
"37279",1993,29087,29,5920
"37280",1994,29087,29,5827
"37281",1995,29087,29,5688
"37282",1996,29087,29,5715
"37283",1997,29087,29,5673
"37284",1998,29087,29,5635
"37285",1999,29087,29,5539
"37286",2000,29087,29,5562
"37287",2001,29087,29,5323
"37288",2002,29087,29,5303
"37289",2003,29087,29,5137
"37290",2004,29087,29,5137
"37291",2005,29087,29,5092
"37292",2006,29087,29,5020
"37293",2007,29087,29,4943
"37294",2008,29087,29,4960
"37295",2009,29087,29,4895
"37296",2010,29087,29,4868
"37297",2011,29087,29,4900
"37298",2012,29087,29,4830
"37299",2013,29087,29,4656
"37300",2014,29087,29,4571
"37301",1990,29089,29,9670
"37302",1991,29089,29,9633
"37303",1992,29089,29,9627
"37304",1993,29089,29,9726
"37305",1994,29089,29,9669
"37306",1995,29089,29,9608
"37307",1996,29089,29,9731
"37308",1997,29089,29,9734
"37309",1998,29089,29,9735
"37310",1999,29089,29,9731
"37311",2000,29089,29,9661
"37312",2001,29089,29,10180
"37313",2002,29089,29,10119
"37314",2003,29089,29,10001
"37315",2004,29089,29,9942
"37316",2005,29089,29,9865
"37317",2006,29089,29,9903
"37318",2007,29089,29,9867
"37319",2008,29089,29,9819
"37320",2009,29089,29,9851
"37321",2010,29089,29,9857
"37322",2011,29089,29,10127
"37323",2012,29089,29,10189
"37324",2013,29089,29,10181
"37325",2014,29089,29,10260
"37326",1990,29091,29,30878
"37327",1991,29091,29,31598
"37328",1992,29091,29,32086
"37329",1993,29091,29,32526
"37330",1994,29091,29,33309
"37331",1995,29091,29,33770
"37332",1996,29091,29,34305
"37333",1997,29091,29,35117
"37334",1998,29091,29,35550
"37335",1999,29091,29,35748
"37336",2000,29091,29,36070
"37337",2001,29091,29,37232
"37338",2002,29091,29,37104
"37339",2003,29091,29,37168
"37340",2004,29091,29,37327
"37341",2005,29091,29,37532
"37342",2006,29091,29,38066
"37343",2007,29091,29,38309
"37344",2008,29091,29,38540
"37345",2009,29091,29,38968
"37346",2010,29091,29,38921
"37347",2011,29091,29,40608
"37348",2012,29091,29,40642
"37349",2013,29091,29,40622
"37350",2014,29091,29,40298
"37351",1990,29093,29,10656
"37352",1991,29093,29,10748
"37353",1992,29093,29,10741
"37354",1993,29093,29,10687
"37355",1994,29093,29,10848
"37356",1995,29093,29,10892
"37357",1996,29093,29,10799
"37358",1997,29093,29,10932
"37359",1998,29093,29,10977
"37360",1999,29093,29,10909
"37361",2000,29093,29,10936
"37362",2001,29093,29,10632
"37363",2002,29093,29,10536
"37364",2003,29093,29,10443
"37365",2004,29093,29,10253
"37366",2005,29093,29,10276
"37367",2006,29093,29,10199
"37368",2007,29093,29,10190
"37369",2008,29093,29,10087
"37370",2009,29093,29,9995
"37371",2010,29093,29,9943
"37372",2011,29093,29,10601
"37373",2012,29093,29,10485
"37374",2013,29093,29,10424
"37375",2014,29093,29,10344
"37376",1990,29095,29,633711
"37377",1991,29095,29,633463
"37378",1992,29095,29,635994
"37379",1993,29095,29,638146
"37380",1994,29095,29,640681
"37381",1995,29095,29,643518
"37382",1996,29095,29,644234
"37383",1997,29095,29,650766
"37384",1998,29095,29,654152
"37385",1999,29095,29,655055
"37386",2000,29095,29,654484
"37387",2001,29095,29,655773
"37388",2002,29095,29,658051
"37389",2003,29095,29,662174
"37390",2004,29095,29,666782
"37391",2005,29095,29,671389
"37392",2006,29095,29,675996
"37393",2007,29095,29,680604
"37394",2008,29095,29,685246
"37395",2009,29095,29,700699
"37396",2010,29095,29,705708
"37397",2011,29095,29,674920
"37398",2012,29095,29,675251
"37399",2013,29095,29,677390
"37400",2014,29095,29,680082
"37401",1990,29097,29,90333
"37402",1991,29097,29,90534
"37403",1992,29097,29,90906
"37404",1993,29097,29,91938
"37405",1994,29097,29,93364
"37406",1995,29097,29,94843
"37407",1996,29097,29,96354
"37408",1997,29097,29,97842
"37409",1998,29097,29,98929
"37410",1999,29097,29,99620
"37411",2000,29097,29,100267
"37412",2001,29097,29,105012
"37413",2002,29097,29,105839
"37414",2003,29097,29,107051
"37415",2004,29097,29,108162
"37416",2005,29097,29,109532
"37417",2006,29097,29,110999
"37418",2007,29097,29,112991
"37419",2008,29097,29,114979
"37420",2009,29097,29,116634
"37421",2010,29097,29,118179
"37422",2011,29097,29,117774
"37423",2012,29097,29,117858
"37424",2013,29097,29,115382
"37425",2014,29097,29,116424
"37426",1990,29099,29,168427
"37427",1991,29099,29,172432
"37428",1992,29099,29,175064
"37429",1993,29099,29,177509
"37430",1994,29099,29,180335
"37431",1995,29099,29,183066
"37432",1996,29099,29,185909
"37433",1997,29099,29,189144
"37434",1998,29099,29,192815
"37435",1999,29099,29,195472
"37436",2000,29099,29,198116
"37437",2001,29099,29,198740
"37438",2002,29099,29,200669
"37439",2003,29099,29,202619
"37440",2004,29099,29,205097
"37441",2005,29099,29,208186
"37442",2006,29099,29,210615
"37443",2007,29099,29,213768
"37444",2008,29099,29,215904
"37445",2009,29099,29,217599
"37446",2010,29099,29,219046
"37447",2011,29099,29,219083
"37448",2012,29099,29,219644
"37449",2013,29099,29,220102
"37450",2014,29099,29,221245
"37451",1990,29101,29,41904
"37452",1991,29101,29,42640
"37453",1992,29101,29,43137
"37454",1993,29101,29,43731
"37455",1994,29101,29,44959
"37456",1995,29101,29,45978
"37457",1996,29101,29,46594
"37458",1997,29101,29,46454
"37459",1998,29101,29,47171
"37460",1999,29101,29,47685
"37461",2000,29101,29,48053
"37462",2001,29101,29,48481
"37463",2002,29101,29,49310
"37464",2003,29101,29,49884
"37465",2004,29101,29,50538
"37466",2005,29101,29,51212
"37467",2006,29101,29,51473
"37468",2007,29101,29,51687
"37469",2008,29101,29,52009
"37470",2009,29101,29,52161
"37471",2010,29101,29,52657
"37472",2011,29101,29,52702
"37473",2012,29101,29,53432
"37474",2013,29101,29,54418
"37475",2014,29101,29,54482
"37476",1990,29103,29,4548
"37477",1991,29103,29,4483
"37478",1992,29103,29,4462
"37479",1993,29103,29,4439
"37480",1994,29103,29,4428
"37481",1995,29103,29,4349
"37482",1996,29103,29,4350
"37483",1997,29103,29,4321
"37484",1998,29103,29,4353
"37485",1999,29103,29,4360
"37486",2000,29103,29,4312
"37487",2001,29103,29,4355
"37488",2002,29103,29,4279
"37489",2003,29103,29,4248
"37490",2004,29103,29,4204
"37491",2005,29103,29,4171
"37492",2006,29103,29,4109
"37493",2007,29103,29,4066
"37494",2008,29103,29,4039
"37495",2009,29103,29,4005
"37496",2010,29103,29,3981
"37497",2011,29103,29,4125
"37498",2012,29103,29,4111
"37499",2013,29103,29,4084
"37500",2014,29103,29,4070
"37501",1990,29105,29,27104
"37502",1991,29105,29,27209
"37503",1992,29105,29,27364
"37504",1993,29105,29,27679
"37505",1994,29105,29,28222
"37506",1995,29105,29,28642
"37507",1996,29105,29,29123
"37508",1997,29105,29,29819
"37509",1998,29105,29,30464
"37510",1999,29105,29,30974
"37511",2000,29105,29,31419
"37512",2001,29105,29,32589
"37513",2002,29105,29,32881
"37514",2003,29105,29,32849
"37515",2004,29105,29,33118
"37516",2005,29105,29,33469
"37517",2006,29105,29,34176
"37518",2007,29105,29,34869
"37519",2008,29105,29,35276
"37520",2009,29105,29,35478
"37521",2010,29105,29,35432
"37522",2011,29105,29,35654
"37523",2012,29105,29,35577
"37524",2013,29105,29,35412
"37525",2014,29105,29,35640
"37526",1990,29107,29,31236
"37527",1991,29107,29,31080
"37528",1992,29107,29,31178
"37529",1993,29107,29,31140
"37530",1994,29107,29,31556
"37531",1995,29107,29,31975
"37532",1996,29107,29,32089
"37533",1997,29107,29,32237
"37534",1998,29107,29,32481
"37535",1999,29107,29,32670
"37536",2000,29107,29,32810
"37537",2001,29107,29,33019
"37538",2002,29107,29,32868
"37539",2003,29107,29,32859
"37540",2004,29107,29,32876
"37541",2005,29107,29,32775
"37542",2006,29107,29,32860
"37543",2007,29107,29,32795
"37544",2008,29107,29,32652
"37545",2009,29107,29,32824
"37546",2010,29107,29,32572
"37547",2011,29107,29,33409
"37548",2012,29107,29,33241
"37549",2013,29107,29,33109
"37550",2014,29107,29,32898
"37551",1990,29109,29,30236
"37552",1991,29109,29,30252
"37553",1992,29109,29,30466
"37554",1993,29109,29,30717
"37555",1994,29109,29,31190
"37556",1995,29109,29,31462
"37557",1996,29109,29,31844
"37558",1997,29109,29,32362
"37559",1998,29109,29,32790
"37560",1999,29109,29,33124
"37561",2000,29109,29,33494
"37562",2001,29109,29,35325
"37563",2002,29109,29,35548
"37564",2003,29109,29,36012
"37565",2004,29109,29,36095
"37566",2005,29109,29,36344
"37567",2006,29109,29,36821
"37568",2007,29109,29,37096
"37569",2008,29109,29,37552
"37570",2009,29109,29,37638
"37571",2010,29109,29,37648
"37572",2011,29109,29,38575
"37573",2012,29109,29,38464
"37574",2013,29109,29,38373
"37575",2014,29109,29,38095
"37576",1990,29111,29,10273
"37577",1991,29111,29,10225
"37578",1992,29111,29,10253
"37579",1993,29111,29,10208
"37580",1994,29111,29,10164
"37581",1995,29111,29,10071
"37582",1996,29111,29,10181
"37583",1997,29111,29,10156
"37584",1998,29111,29,10139
"37585",1999,29111,29,10194
"37586",2000,29111,29,10230
"37587",2001,29111,29,10501
"37588",2002,29111,29,10378
"37589",2003,29111,29,10322
"37590",2004,29111,29,10218
"37591",2005,29111,29,10143
"37592",2006,29111,29,10052
"37593",2007,29111,29,10027
"37594",2008,29111,29,9997
"37595",2009,29111,29,9887
"37596",2010,29111,29,9791
"37597",2011,29111,29,10200
"37598",2012,29111,29,10239
"37599",2013,29111,29,10160
"37600",2014,29111,29,10145
"37601",1990,29113,29,28458
"37602",1991,29113,29,29013
"37603",1992,29113,29,29844
"37604",1993,29113,29,30283
"37605",1994,29113,29,31176
"37606",1995,29113,29,31730
"37607",1996,29113,29,32942
"37608",1997,29113,29,34141
"37609",1998,29113,29,35224
"37610",1999,29113,29,36610
"37611",2000,29113,29,37733
"37612",2001,29113,29,39254
"37613",2002,29113,29,40749
"37614",2003,29113,29,42187
"37615",2004,29113,29,43859
"37616",2005,29113,29,45368
"37617",2006,29113,29,47408
"37618",2007,29113,29,49694
"37619",2008,29113,29,51491
"37620",2009,29113,29,52726
"37621",2010,29113,29,53311
"37622",2011,29113,29,52708
"37623",2012,29113,29,53107
"37624",2013,29113,29,53348
"37625",2014,29113,29,53878
"37626",1990,29115,29,14053
"37627",1991,29115,29,13854
"37628",1992,29115,29,13843
"37629",1993,29115,29,13812
"37630",1994,29115,29,13795
"37631",1995,29115,29,13897
"37632",1996,29115,29,13949
"37633",1997,29115,29,13987
"37634",1998,29115,29,13943
"37635",1999,29115,29,13796
"37636",2000,29115,29,13867
"37637",2001,29115,29,13722
"37638",2002,29115,29,13604
"37639",2003,29115,29,13465
"37640",2004,29115,29,13313
"37641",2005,29115,29,13186
"37642",2006,29115,29,12985
"37643",2007,29115,29,12824
"37644",2008,29115,29,12756
"37645",2009,29115,29,12655
"37646",2010,29115,29,12606
"37647",2011,29115,29,12753
"37648",2012,29115,29,12572
"37649",2013,29115,29,12486
"37650",2014,29115,29,12349
"37651",1990,29117,29,14766
"37652",1991,29117,29,14559
"37653",1992,29117,29,14439
"37654",1993,29117,29,14584
"37655",1994,29117,29,14480
"37656",1995,29117,29,14487
"37657",1996,29117,29,14379
"37658",1997,29117,29,14321
"37659",1998,29117,29,14244
"37660",1999,29117,29,14140
"37661",2000,29117,29,14024
"37662",2001,29117,29,14497
"37663",2002,29117,29,14472
"37664",2003,29117,29,14342
"37665",2004,29117,29,14263
"37666",2005,29117,29,14188
"37667",2006,29117,29,14109
"37668",2007,29117,29,14103
"37669",2008,29117,29,14144
"37670",2009,29117,29,14123
"37671",2010,29117,29,14235
"37672",2011,29117,29,15114
"37673",2012,29117,29,15108
"37674",2013,29117,29,15023
"37675",2014,29117,29,14870
"37676",1990,29119,29,16860
"37677",1991,29119,29,16945
"37678",1992,29119,29,17054
"37679",1993,29119,29,17378
"37680",1994,29119,29,17785
"37681",1995,29119,29,18158
"37682",1996,29119,29,18593
"37683",1997,29119,29,19112
"37684",1998,29119,29,19708
"37685",1999,29119,29,20010
"37686",2000,29119,29,20158
"37687",2001,29119,29,21669
"37688",2002,29119,29,21686
"37689",2003,29119,29,21702
"37690",2004,29119,29,22074
"37691",2005,29119,29,22369
"37692",2006,29119,29,22659
"37693",2007,29119,29,22918
"37694",2008,29119,29,22936
"37695",2009,29119,29,22873
"37696",2010,29119,29,23063
"37697",2011,29119,29,23065
"37698",2012,29119,29,22870
"37699",2013,29119,29,22920
"37700",2014,29119,29,22600
"37701",1990,29121,29,15518
"37702",1991,29121,29,15324
"37703",1992,29121,29,15175
"37704",1993,29121,29,15142
"37705",1994,29121,29,15223
"37706",1995,29121,29,15081
"37707",1996,29121,29,15166
"37708",1997,29121,29,15198
"37709",1998,29121,29,15286
"37710",1999,29121,29,15329
"37711",2000,29121,29,15450
"37712",2001,29121,29,15738
"37713",2002,29121,29,15610
"37714",2003,29121,29,15429
"37715",2004,29121,29,15537
"37716",2005,29121,29,15454
"37717",2006,29121,29,15536
"37718",2007,29121,29,15490
"37719",2008,29121,29,15463
"37720",2009,29121,29,15434
"37721",2010,29121,29,15359
"37722",2011,29121,29,15605
"37723",2012,29121,29,15482
"37724",2013,29121,29,15556
"37725",2014,29121,29,15512
"37726",1990,29123,29,11161
"37727",1991,29123,29,11137
"37728",1992,29123,29,11205
"37729",1993,29123,29,11215
"37730",1994,29123,29,11232
"37731",1995,29123,29,11257
"37732",1996,29123,29,11234
"37733",1997,29123,29,11427
"37734",1998,29123,29,11476
"37735",1999,29123,29,11550
"37736",2000,29123,29,11650
"37737",2001,29123,29,11801
"37738",2002,29123,29,11810
"37739",2003,29123,29,11839
"37740",2004,29123,29,11797
"37741",2005,29123,29,11907
"37742",2006,29123,29,11980
"37743",2007,29123,29,12105
"37744",2008,29123,29,12304
"37745",2009,29123,29,12400
"37746",2010,29123,29,12341
"37747",2011,29123,29,12202
"37748",2012,29123,29,12332
"37749",2013,29123,29,12467
"37750",2014,29123,29,12398
"37751",1990,29125,29,7986
"37752",1991,29125,29,7977
"37753",1992,29125,29,8141
"37754",1993,29125,29,8160
"37755",1994,29125,29,8207
"37756",1995,29125,29,8217
"37757",1996,29125,29,8183
"37758",1997,29125,29,8256
"37759",1998,29125,29,8336
"37760",1999,29125,29,8433
"37761",2000,29125,29,8423
"37762",2001,29125,29,8896
"37763",2002,29125,29,8772
"37764",2003,29125,29,8744
"37765",2004,29125,29,8734
"37766",2005,29125,29,8925
"37767",2006,29125,29,8983
"37768",2007,29125,29,9015
"37769",2008,29125,29,9027
"37770",2009,29125,29,8924
"37771",2010,29125,29,8821
"37772",2011,29125,29,9176
"37773",2012,29125,29,9198
"37774",2013,29125,29,9036
"37775",2014,29125,29,9065
"37776",1990,29127,29,27635
"37777",1991,29127,29,27756
"37778",1992,29127,29,27707
"37779",1993,29127,29,27895
"37780",1994,29127,29,27760
"37781",1995,29127,29,27809
"37782",1996,29127,29,27876
"37783",1997,29127,29,27817
"37784",1998,29127,29,27795
"37785",1999,29127,29,27864
"37786",2000,29127,29,27719
"37787",2001,29127,29,28309
"37788",2002,29127,29,28099
"37789",2003,29127,29,28010
"37790",2004,29127,29,28168
"37791",2005,29127,29,28041
"37792",2006,29127,29,28109
"37793",2007,29127,29,28229
"37794",2008,29127,29,28137
"37795",2009,29127,29,28283
"37796",2010,29127,29,28449
"37797",2011,29127,29,28792
"37798",2012,29127,29,28796
"37799",2013,29127,29,28809
"37800",2014,29127,29,28901
"37801",1990,29129,29,3736
"37802",1991,29129,29,3732
"37803",1992,29129,29,3717
"37804",1993,29129,29,3744
"37805",1994,29129,29,3855
"37806",1995,29129,29,3975
"37807",1996,29129,29,4109
"37808",1997,29129,29,4005
"37809",1998,29129,29,3999
"37810",1999,29129,29,3982
"37811",2000,29129,29,3956
"37812",2001,29129,29,3756
"37813",2002,29129,29,3720
"37814",2003,29129,29,3634
"37815",2004,29129,29,3615
"37816",2005,29129,29,3564
"37817",2006,29129,29,3512
"37818",2007,29129,29,3463
"37819",2008,29129,29,3447
"37820",2009,29129,29,3474
"37821",2010,29129,29,3475
"37822",2011,29129,29,3774
"37823",2012,29129,29,3780
"37824",2013,29129,29,3714
"37825",2014,29129,29,3689
"37826",1990,29131,29,20593
"37827",1991,29131,29,20759
"37828",1992,29131,29,20869
"37829",1993,29131,29,21250
"37830",1994,29131,29,21333
"37831",1995,29131,29,21781
"37832",1996,29131,29,21948
"37833",1997,29131,29,22287
"37834",1998,29131,29,22542
"37835",1999,29131,29,22465
"37836",2000,29131,29,22624
"37837",2001,29131,29,23629
"37838",2002,29131,29,23926
"37839",2003,29131,29,24097
"37840",2004,29131,29,24051
"37841",2005,29131,29,24474
"37842",2006,29131,29,24547
"37843",2007,29131,29,24711
"37844",2008,29131,29,24804
"37845",2009,29131,29,24817
"37846",2010,29131,29,24778
"37847",2011,29131,29,24725
"37848",2012,29131,29,24841
"37849",2013,29131,29,24753
"37850",2014,29131,29,25066
"37851",1990,29133,29,14596
"37852",1991,29133,29,14433
"37853",1992,29133,29,14316
"37854",1993,29133,29,14081
"37855",1994,29133,29,14020
"37856",1995,29133,29,13973
"37857",1996,29133,29,13748
"37858",1997,29133,29,13630
"37859",1998,29133,29,13490
"37860",1999,29133,29,13473
"37861",2000,29133,29,13339
"37862",2001,29133,29,13362
"37863",2002,29133,29,13232
"37864",2003,29133,29,13171
"37865",2004,29133,29,13506
"37866",2005,29133,29,13604
"37867",2006,29133,29,13649
"37868",2007,29133,29,13679
"37869",2008,29133,29,13519
"37870",2009,29133,29,13378
"37871",2010,29133,29,13266
"37872",2011,29133,29,14334
"37873",2012,29133,29,14257
"37874",2013,29133,29,14305
"37875",2014,29133,29,14251
"37876",1990,29135,29,12300
"37877",1991,29135,29,12319
"37878",1992,29135,29,12342
"37879",1993,29135,29,12424
"37880",1994,29135,29,12481
"37881",1995,29135,29,12695
"37882",1996,29135,29,12890
"37883",1997,29135,29,13030
"37884",1998,29135,29,13263
"37885",1999,29135,29,13256
"37886",2000,29135,29,13313
"37887",2001,29135,29,14835
"37888",2002,29135,29,14753
"37889",2003,29135,29,14906
"37890",2004,29135,29,14950
"37891",2005,29135,29,14873
"37892",2006,29135,29,15052
"37893",2007,29135,29,15053
"37894",2008,29135,29,15091
"37895",2009,29135,29,15075
"37896",2010,29135,29,15132
"37897",2011,29135,29,15621
"37898",2012,29135,29,15696
"37899",2013,29135,29,15671
"37900",2014,29135,29,15750
"37901",1990,29137,29,9146
"37902",1991,29137,29,9118
"37903",1992,29137,29,8969
"37904",1993,29137,29,8910
"37905",1994,29137,29,8835
"37906",1995,29137,29,8826
"37907",1996,29137,29,8888
